46.2546301973397;20.1490759849548
46.2542147595489;20.1487755775452
46.2539476907358;20.1486039161682
46.2537993186109;20.1484537124634
46.2536212715312;20.1483035087585
46.2533096877509;20.1480031013489
46.2530722893968;20.1480674743652
46.2529239149036;20.1485180854797
46.2527903775165;20.1488614082336
46.2531613139;20.1492691040039
46.2534135492077;20.14892578125
46.2536509460847;20.149108171463
46.253888341934;20.1493442058563
46.2537993186109;20.1495695114136
46.2536064342485;20.149472951889
46.2534580612004;20.1494085788727
46.2534061305388;20.1495695114136
46.2536212715312;20.1497411727905
46.2538215744552;20.1498913764954
46.2540367138179;20.1500630378723
46.2541850853005;20.1498484611511
46.2543779676277;20.1500415802002
46.2543631305497;20.1502990722656
46.2546895453386;20.1499450206757
46.2547859856999;20.1496231555939
46.2549046812963;20.1493656635284
46.2546524528468;20.1493763923645
46.2544521529575;20.14927983284
